Variable,Description,RXCUI,ATC,VA,VA_Drug
RXNORM:6582,magnesium oxide,6582,Magnesium compounds|Magnesium|Osmotically acting laxatives,MAGNESIUM|HYPEROSMOTIC LAXATIVES,magnesium oxide 276000 MG Oral Tablet [Magmilax]
RXNORM:6585,magnesium sulfate,6585,Osmotically acting laxatives|Tests for bile duct patency|Other dermatologicals|Magnesium|Electrolyte solutions,MAGNESIUM|HYPEROSMOTIC LAXATIVES|STIMULANT LAXATIVES|IRRIGATION SOLUTIONS,100 ML magnesium sulfate 10 MG/ML Injection
RXNORM:658708,ecallantide,658708,Drugs used in hereditary angioedema,"IMMUNOLOGICAL AGENTS,OTHER",1 ML ecallantide 10 MG/ML Injection [Kalbitor]
RXNORM:659476,green tea,659476,,,
RXNORM:6606,malathion,6606,"Other ectoparasiticides, incl. scabicides",PEDICULICIDES,malathion 5 MG/ML Topical Lotion [Ovide]
RXNORM:660890,sevelamer carbonate,660890,,"GENITO-URINARY AGENTS,OTHER",sevelamer carbonate 800 MG Powder for Oral Suspension [Renvela]
RXNORM:662019,pralatrexate,662019,Folic acid analogues,"ANTINEOPLASTICS,ANTIMETABOLITES",2 ML pralatrexate 20 MG/ML Injection [Folotyn]
RXNORM:662263,dorzolamide/timolol,662263,,"ANTIGLAUCOMA COMBINATIONS,TOPICAL OPHTHALMIC",dorzolamide 20 MG/ML / timolol 5 MG/ML Ophthalmic Solution [Cosopt]
RXNORM:662281,nilotinib,662281,Protein kinase inhibitors,"ANTINEOPLASTIC,OTHER",nilotinib 150 MG Oral Capsule
RXNORM:6623,manganese,6623,,,
RXNORM:6628,mannitol,6628,Solutions producing osmotic diuresis|Osmotically acting laxatives|Other irrigating solutions|Other diagnostic agents|Mucolytics,"DIURETICS,OTHER|IRRIGATION SOLUTIONS",1000 ML mannitol 50 MG/ML Injection
RXNORM:6633,mannose,6633,,HERBS/ALTERNATIVE THERAPIES,mannose Pill
RXNORM:6646,maprotiline,6646,Non-selective monoamine reuptake inhibitors,"ANTIDEPRESSANTS,OTHER",maprotiline hydrochloride 75 MG Oral Tablet
RXNORM:6672,mebendazole,6672,Benzimidazole derivatives,ANTHELMINTICS,mebendazole 100 MG Chewable Tablet [Vermox]
RXNORM:6673,mecamylamine,6673,Secondary and tertiary amines,"ANTIHYPERTENSIVES,OTHER",mecamylamine hydrochloride 2.5 MG Oral Tablet [Vecamyl]
RXNORM:6674,mechlorethamine,6674,Nitrogen mustard analogues,"ANTINEOPLASTIC,TOPICAL",mechlorethamine 0.00016 MG/MG Topical Gel [Valchlor]
RXNORM:6676,meclizine,6676,Piperazine derivatives,ANTIVERTIGO AGENTS,meclizine hydrochloride 25 MG Oral Tablet [Dramamine Less Drowsy]
RXNORM:66869,cascara sagrada,66869,Contact laxatives,STIMULANT LAXATIVES,cascara sagrada 450 MG Oral Capsule
RXNORM:66887,"epinephrine,racemic",66887,,"BRONCHODILATORS,SYMPATHOMIMETIC,INHALATION",racepinephrine 22.5 MG/ML Inhalation Solution [S-2]
RXNORM:6691,medroxyprogesterone,6691,Progestogens|Pregnen (4) derivatives,"PROGESTINS|HORMONES/SYNTHETICS/MODIFIERS,OTHER","{28 (estrogens, conjugated (USP) 0.625 MG / medroxyprogesterone acetate 5 MG Oral Tablet) } Pack [Prempro 0.625/5 28 Day]"
RXNORM:6693,mefenamic acid,6693,Fenamates,"NONSALICYLATE NSAIs,ANTIRHEUMATIC",mefenamic acid 250 MG Oral Capsule [Ponstel]
RXNORM:6694,mefloquine,6694,Methanolquinolines,ANTIMALARIALS,mefloquine hydrochloride 250 MG Oral Tablet
RXNORM:6703,megestrol,6703,Progestogens|Pregnadien derivatives,PROGESTINS,megestrol acetate 125 MG/ML Oral Suspension [Megace]
RXNORM:67108,enoxaparin,67108,Heparin group,ANTICOAGULANTS,enoxaparin sodium 100 MG/ML Injectable Solution [Lovenox]
RXNORM:67109,dalteparin,67109,Heparin group,ANTICOAGULANTS,dalteparin sodium 25000 UNT/ML Injectable Solution [Fragmin]
RXNORM:6711,melatonin,6711,Melatonin receptor agonists,HERBS/ALTERNATIVE THERAPIES,melatonin 5 MG Extended Release Oral Tablet
RXNORM:6718,melphalan,6718,Nitrogen mustard analogues,"ANTINEOPLASTICS,ALKYLATING AGENTS",melphalan 50 MG Injection [Alkeran]
RXNORM:6719,memantine,6719,Other anti-dementia drugs,"CNS MEDICATIONS,OTHER",memantine hydrochloride 2 MG/ML Oral Solution [Namenda]
RXNORM:67257,myrrh,67257,,,
RXNORM:6750,menthol,6750,,"LOCAL ANESTHETICS,TOPICAL|NASAL AND THROAT,TOPICAL,OTHER|RESPIRATORY AGENTS,OTHER|SOAPS/SHAMPOOS/SOAP-FREE CLEANSERS|ANESTHETICS,MUCOSAL|ANTIPSORIATICS,TOPICAL|DERMATOLOGICALS,TOPICAL OTHER|ANALGESICS,TOPICAL",menthol 0.06 MG/MG / methyl salicylate 0.14 MG/MG Topical Ointment [Analgesic Balm GRX]
RXNORM:6758,mephobarbital,6758,Barbiturates and derivatives,,
RXNORM:6759,mepivacaine,6759,Amides,"LOCAL ANESTHETICS,INJECTION",20 ML mepivacaine hydrochloride 20 MG/ML Injection [Polocaine]
RXNORM:6760,meprobamate,6760,Carbamates,"SEDATIVES/HYPNOTICS,OTHER",meprobamate 400 MG Oral Tablet
RXNORM:6765,tiopronin,6765,Other urologicals,"GENITO-URINARY AGENTS,OTHER",tiopronin 300 MG Delayed Release Oral Tablet [Thiola]
RXNORM:677,aminoglutethimide,677,Aromatase inhibitors,,
RXNORM:679314,paliperidone,679314,Other antipsychotics,"ANTIPSYCHOTICS,OTHER",24 HR paliperidone 1.5 MG Extended Release Oral Tablet [Invega]
RXNORM:6805,metaraminol,6805,Adrenergic and dopaminergic agents,,
RXNORM:6809,metformin,6809,Biguanides,"ORAL HYPOGLYCEMIC AGENTS,ORAL",24 HR metformin hydrochloride 1000 MG / pioglitazone 30 MG Extended Release Oral Tablet [Actoplus Met]
RXNORM:68091,dolasetron,68091,Serotonin (5HT3) antagonists,ANTIEMETICS,dolasetron 200 MG Oral Tablet
RXNORM:68092,lanreotide,68092,Somatostatin and analogues,ANTERIOR PITUITARY,0.3 ML lanreotide 300 MG/ML Prefilled Syringe [Somatuline]
RXNORM:68099,famciclovir,68099,Nucleosides and nucleotides excl. reverse transcriptase inhibitors|Antivirals,ANTIVIRALS,famciclovir 500 MG Oral Tablet [Famvir]
RXNORM:68147,cetrorelix,68147,Anti-gonadotropin-releasing hormones,ANTERIOR PITUITARY,cetrorelix 0.25 MG Injection [Cetrotide]
RXNORM:68149,mycophenolate mofetil,68149,,IMMUNE SUPPRESSANTS,mycophenolate mofetil 250 MG Oral Capsule [Cellcept]
RXNORM:6816,methamphetamine,6816,Centrally acting sympathomimetics,AMPHETAMINES,methamphetamine hydrochloride 5 MG Oral Tablet [Desoxyn]
RXNORM:68244,lamivudine,68244,Nucleoside and nucleotide reverse transcriptase inhibitors,ANTIVIRALS,lamivudine 30 MG / zidovudine 60 MG Oral Tablet
RXNORM:6826,methazolamide,6826,Carbonic anhydrase inhibitors,CARBONIC ANHYDRASE INHIBITOR DIURETICS,methazolamide 25 MG Oral Tablet [Neptazane]
RXNORM:683,aminolevulinic acid,683,Sensitizers used in photodynamic/radiation therapy,"KERATOLYTICS/CAUSTICS,TOPICAL",aminolevulinic acid hydrochloride 0.1 MG/MG Topical Gel [Ameluz]
RXNORM:6832,methenamine,6832,Other antibacterials,"METHENAMINE SALTS ANTIMICROBIALS|ANTISPASMODICS,URINARY,OTHER|ANTI-INFECTIVES,OTHER",methenamine mandelate 500 MG Oral Tablet
RXNORM:6835,methimazole,6835,Sulfur-containing imidazole derivatives,ANTITHYROID AGENTS,methimazole 5 MG Oral Tablet [Felimazole]
RXNORM:6837,methionine,6837,Antidotes,"AMINO ACIDS/PROTEINS,PARENTERAL,WITHOUT ADDED ELECTROLYTES|AMINO ACIDS/PROTEINS,PARENTERAL,WITH ADDED ELECTROLYTES|IV SOLUTIONS WITHOUT ELECTROLYTES|HERBS/ALTERNATIVE THERAPIES","alanine 4.48 MG/ML / arginine 3.43 MG/ML / glycine 4.48 MG/ML / histidine 1.05 MG/ML / isoleucine 2.52 MG/ML / leucine 3.29 MG/ML / lysine 2.52 MG/ML / magnesium acetate 0.003 MEQ/ML / methionine 1.4 MG/ML / phenylalanine 1.54 MG/ML / phosphoric acid 0.4 MG/ML / potassium acetate 0.01 MEQ/ML / proline 3 MG/ML / serine 1.47 MG/ML / sodium chloride 0.04 MEQ/ML / threonine 1.82 MG/ML / tryptophan 0.56 MG/ML / tyrosine 0.31 MG/ML / valine 2.8 MG/ML Injectable Solution [Aminosyn 3.5 % M, Sulfite Free]"
RXNORM:68442,filgrastim,68442,Colony stimulating factors,BLOOD FORMATION PRODUCTS,0.8 ML filgrastim 0.6 MG/ML Prefilled Syringe [Neupogen]
RXNORM:68446,pemetrexed,68446,Folic acid analogues,"ANTINEOPLASTICS,ANTIMETABOLITES",pemetrexed 100 MG Injection [Alimta]
RXNORM:6845,methocarbamol,6845,Carbamic acid esters,SKELETAL MUSCLE RELAXANTS,10 ML methocarbamol 100 MG/ML Injection
RXNORM:6847,methohexital,6847,"Barbiturates, plain",BARBITURIC ACID DERIVATIVE ANESTHETICS,methohexital sodium 50 MG/ML Injectable Solution [Brevital]
RXNORM:684879,pyridoxine,684879,Other plain vitamin preparations,MULTIVITAMINS|PYRIDOXINE|ANTIEMETICS,ascorbic acid 100 MG / biotin 0.15 MG / calcium pantothenate 5 MG / folic acid 1 MG / niacin 20 MG / pyridoxine 10 MG / riboflavin 1.7 MG / thiamine mononitrate 1.5 MG / vitamin B12 0.006 MG Oral Capsule
RXNORM:68503,ziconotide,68503,Other analgesics and antipyretics,NON-OPIOID ANALGESICS,20 ML ziconotide acetate 0.025 MG/ML Injection [Prialt]
RXNORM:6851,methotrexate,6851,Other immunosuppressants|Folic acid analogues,"ANTINEOPLASTICS,ANTIMETABOLITES",methotrexate 2.5 MG/ML Injectable Solution
RXNORM:6854,methoxsalen,6854,Psoralens for systemic use|Psoralens for topical use,"ANTIPSORIATICS,SYSTEMIC|DERMATOLOGICALS,TOPICAL OTHER",methoxsalen 0.02 MG/ML Injectable Solution [Uvadex]
RXNORM:6860,methyclothiazide,6860,"Thiazides, plain",,
RXNORM:687078,acetaminophen/aspirin,687078,,NON-OPIOID ANALGESICS,acetaminophen 250 MG / aspirin 250 MG Oral Tablet [Excedrin Back & Body]
RXNORM:687144,clindamycin phosphate/tretinoin,687144,,"ANTIACNE AGENTS,TOPICAL",clindamycin phosphate 0.012 MG/MG / tretinoin 0.00025 MG/MG Topical Gel [Veltin]
RXNORM:687198,aluminum hydroxide/magnesium trisilicate,687198,,ALUMINUM/MAGNESIUM CONTAINING ANTACIDS,aluminum hydroxide 80 MG / magnesium trisilicate 14.2 MG Chewable Tablet
RXNORM:6873,methylcellulose,6873,Bulk-forming laxatives,EYE WASHES/LUBRICANTS|BULK-FORMING LAXATIVES,methylcellulose 500 MG Oral Tablet [Citrucel]
RXNORM:687306,dextran 70/hypromellose,687306,,"EYE WASHES/LUBRICANTS|OPHTHALMICS,OTHER",dextran 70 1 MG/ML / hypromellose 3 MG/ML Ophthalmic Solution [Tears Naturale]
RXNORM:687333,estradiol/levonorgestrel,687333,,ESTROGENS,168 HR estradiol 0.00188 MG/HR / levonorgestrel 0.000625 MG/HR Transdermal System [Climara Pro]
RXNORM:6876,methyldopa,6876,Methyldopa,"ANTIHYPERTENSIVE COMBINATIONS|ANTIHYPERTENSIVES,OTHER",hydrochlorothiazide 15 MG / methyldopa 250 MG Oral Tablet
RXNORM:6877,methyldopate,6877,,"ANTIHYPERTENSIVES,OTHER",5 ML methyldopate hydrochloride 50 MG/ML Injection
RXNORM:6878,methylene blue,6878,Antidotes|Tests for gastric secretion,"CYANIDE ANTIDOTES|ANTISPASMODICS,URINARY,OTHER",2 ML methylene blue 5 MG/ML Injection [Provayblue]
RXNORM:6883,methylergonovine,6883,Ergot alkaloids,ANTIMIGRAINE AGENTS,1 ML methylergonovine maleate 0.2 MG/ML Injection
RXNORM:689,aminophylline,689,Xanthines,"BRONCHODILATORS,XANTHINE-DERIVATIVE",aminophylline 100 MG Oral Tablet
RXNORM:689254,ascorbic acid/bioflavonoids,689254,,,
RXNORM:689299,chlorophyll/papain/urea,689299,,,
RXNORM:689313,fructose/glucose/phosphoric acid,689313,,ANTIEMETICS,fructose 374 MG/ML / glucose 374 MG/ML / phosphoric acid 4.3 MG/ML Oral Solution [Emetrol]
RXNORM:689325,gentamicin/prednisolone,689325,,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OPHTHALMIC",gentamicin 3 MG/ML / prednisolone acetate 10 MG/ML Ophthalmic Suspension
RXNORM:689371,chloroxylenol/hydrocortisone/pramoxine,689371,,"OTIC AGENTS,OTHER",chloroxylenol 1 MG/ML / hydrocortisone 10 MG/ML / pramoxine hydrochloride 10 MG/ML Otic Solution [Otomax HC]
RXNORM:689374,chloroxylenol/pramoxine,689374,,"OTIC AGENTS,OTHER",chloroxylenol 1 MG/ML / pramoxine hydrochloride 10 MG/ML Otic Solution
RXNORM:689389,chlorpheniramine/dextromethorphan/phenylephrine,689389,,ANTIHISTAMINE/DECONGESTANT/ANTITUSSIVE,chlorpheniramine maleate 0.6 MG/ML / dextromethorphan hydrobromide 2.75 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution
RXNORM:689436,glycerin/propylene glycol,689436,,EYE WASHES/LUBRICANTS,glycerin 6 MG/ML / propylene glycol 6 MG/ML Ophthalmic Solution
RXNORM:689441,glycerin/sodium chloride,689441,,"NASAL AND THROAT,TOPICAL,OTHER",glycerin 30 MG/ML / sodium chloride 0.128 MEQ/ML Nasal Solution
RXNORM:689467,oxytetracycline/polymyxin b,689467,,"ANTI-INFECTIVE,TOPICAL OPHTHALMIC,OTHER",oxytetracycline 0.005 MG/MG / polymyxin B 10 UNT/MG Ophthalmic Ointment
RXNORM:689494,ascorbic acid/hesperidin,689494,,,
RXNORM:689498,ascorbic acid/niacin,689498,,,
RXNORM:689502,aluminum hydroxide/aspirin/calcium carbonate/magnesium...hydroxide,689502,,,
RXNORM:689518,aspirin/caffeine/propoxyphene,689518,,,
RXNORM:689519,aspirin/caffeine/salicylamide,689519,,NON-OPIOID ANALGESICS,aspirin 742 MG / caffeine 38 MG / salicylamide 222 MG Oral Powder
RXNORM:689522,aspirin/carisoprodol/codeine,689522,,OPIOID ANALGESICS,aspirin 325 MG / carisoprodol 200 MG / codeine phosphate 16 MG Oral Tablet
RXNORM:689524,aspirin/citric acid/sodium bicarbonate,689524,,SODIUM BICARBONATE CONTAINING ANTACIDS,aspirin 325 MG / citric acid 1000 MG / sodium bicarbonate 1700 MG Effervescent Oral Tablet [Alka-Seltzer]
RXNORM:689561,acetaminophen/butalbital/caffeine/codeine,689561,,OPIOID ANALGESICS,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG / codeine phosphate 30 MG Oral Capsule
RXNORM:689606,atropine/hyoscyamine/phenobarbital/scopolamine,689606,,,
RXNORM:689623,bacitracin/hydrocortisone/neomycin/polymyxin b,689623,,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OPHTHALMIC|ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL",bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 5 UNT/MG Topical Ointment [Cortisporin Ointment]
RXNORM:689776,acetaminophen/dextromethorphan/guaifenesin/phenylephrine NA NA...acetaminophen/dextromethorphan/guaifenesin/phenylephrine,689776,,"COLD REMEDIES,OTHER",acetaminophen 162.5 MG / dextromethorphan hydrobromide 5 MG / guaifenesin 100 MG / phenylephrine hydrochloride 2.5 MG Oral Tablet
RXNORM:689803,acetaminophen/pyrilamine maleate,689803,,,
RXNORM:689841,citric acid/potassium citrate/sodium citrate,689841,,CITRATES,citric acid 66.8 MG/ML / potassium citrate 110 MG/ML / sodium citrate 100 MG/ML Oral Solution [Cytra-3]
RXNORM:689842,citric acid/simethicone/sodium bicarbonate,689842,,,
RXNORM:689878,coal tar/menthol,689878,,"ANTIPSORIATICS,TOPICAL",coal tar 18 MG/ML / menthol 15 MG/ML Medicated Shampoo [Denorex Therapeutic Reformulated Mar 2013]
RXNORM:689880,coal tar/polysorbate 80,689880,,"ANTIPSORIATICS,TOPICAL",coal tar 200 MG/ML / polysorbate 80 50 MG/ML Topical Solution
RXNORM:689881,coal tar/salicylic acid,689881,,"ANTIPSORIATICS,TOPICAL",coal tar 20 MG/ML / salicylic acid 40 MG/ML Medicated Shampoo
RXNORM:689953,polyethylene glycol 400/propylene glycol,689953,,EYE WASHES/LUBRICANTS|PHARMACEUTICAL AIDS/REAGENTS,polyethylene glycol 400 0.004 MG/MG / propylene glycol 0.003 MG/MG Ophthalmic Gel [Systane]
RXNORM:689954,polyethylene glycol/polyvinyl alcohol,689954,,"MYDRIATICS/CYCLOPLEGICS,TOPICAL OPHTHALMIC",polyethylene glycols 10 MG/ML / polyvinyl alcohol 0.01 ML/ML Ophthalmic Solution
RXNORM:689958,polyvinyl alcohol/povidone,689958,,EYE WASHES/LUBRICANTS,polyvinyl alcohol 27 MG/ML / povidone 20 MG/ML Ophthalmic Solution [Freshkote]
RXNORM:689963,potassium acetate/potassium bicarbonate/potassium...citrate,689963,,,
RXNORM:690060,benoxinate/fluorescein,690060,,"OPHTHALMICS,OTHER",benoxinate hydrochloride 4 MG/ML / fluorescein sodium 3 MG/ML Ophthalmic Solution
RXNORM:690077,benzalkonium/lidocaine,690077,,"ANTIBACTERIAL,TOPICAL",benzalkonium chloride 1.3 MG/ML / lidocaine hydrochloride 40 MG/ML Topical Spray [Bactine]
RXNORM:6901,methylphenidate,6901,Centrally acting sympathomimetics,AMPHETAMINE LIKE STIMULANTS,9 HR methylphenidate 3.33 MG/HR Transdermal System [Daytrana]
RXNORM:690105,colistin/hydrocortisone/neomycin/thonzonium,690105,,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OTIC",colistin 3 MG/ML / hydrocortisone 10 MG/ML / neomycin 3.3 MG/ML / thonzonium bromide 0.5 MG/ML Otic Suspension [Cortisporin-TC]
RXNORM:690161,prednisolone/sulfacetamide,690161,,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OPHTHALMIC",prednisolone sodium phosphate 2.5 MG/ML / sulfacetamide sodium 100 MG/ML Ophthalmic Solution
RXNORM:6902,methylprednisolone,6902,"Glucocorticoids|Corticosteroids, combinations for treatment of acne|Corticosteroids, weak (group I)",GLUCOCORTICOIDS,{21 (methylprednisolone 4 MG Oral Tablet) } Pack
RXNORM:690204,acetic acid/oxyquinoline,690204,,"GENITO-URINARY AGENTS,OTHER",acetic acid 0.009 MG/MG / oxyquinoline sulfate 0.00025 MG/MG Vaginal Gel [Relagard]
RXNORM:690247,benzocaine/butamben/tetracaine,690247,,"ANESTHETICS,MUCOSAL",benzocaine 140 MG/ML / butamben 20 MG/ML / tetracaine 20 MG/ML Mucosal Spray
RXNORM:690312,cyclopentolate/phenylephrine,690312,,"MYDRIATICS/CYCLOPLEGICS,TOPICAL OPHTHALMIC",cyclopentolate hydrochloride 2 MG/ML / phenylephrine hydrochloride 10 MG/ML Ophthalmic Solution [Cyclomydril]
RXNORM:690329,resorcinol/sulfur,690329,,"ANTIACNE AGENTS,TOPICAL",resorcinol 20 MG/ML / sulfur 80 MG/ML Topical Cream
RXNORM:690337,salicylic acid/sodium thiosulfate,690337,,"KERATOLYTICS/CAUSTICS,TOPICAL",salicylic acid 10 MG/ML / sodium thiosulfate 250 MG/ML Topical Lotion [Versiclear]
RXNORM:69036,rufinamide,69036,Carboxamide derivatives,ANTICONVULSANTS,rufinamide 400 MG Oral Tablet [Banzel]
RXNORM:6904,methyltestosterone,6904,3-oxoandrosten (4) derivatives|Androgens and female sex hormones in combination with other drugs,"ANDROGENS/ANABOLICS|HORMONES/SYNTHETICS/MODIFIERS,OTHER",methyltestosterone 10 MG Oral Capsule [Android]
RXNORM:690411,benzyl alcohol/sodium chloride,690411,,,
RXNORM:690419,betamethasone/calcipotriene,690419,,"ANTIPSORIATICS,TOPICAL",betamethasone 0.0005 MG/MG / calcipotriene 0.00005 MG/MG Topical Ointment [Taclonex]
RXNORM:690733,lanolin/mineral oil,690733,,,
RXNORM:690737,lanolin/mineral oil/petrolatum,690737,,,
RXNORM:690740,sulfacetamide/sulfur,690740,,"ANTIACNE AGENTS,TOPICAL|KERATOLYTICS/CAUSTICS,TOPICAL",sulfacetamide sodium 100 MG/ML / sulfur 50 MG/ML Medicated Liquid Soap
RXNORM:690767,tetrahydrozoline/zinc sulfate,690767,,"DECONGESTANTS,TOPICAL OPHTHALMIC",tetrahydrozoline hydrochloride 0.5 MG/ML / zinc sulfate 2.5 MG/ML Ophthalmic Solution
RXNORM:690808,brompheniramine/dextromethorphan/pseudoephedrine,690808,,ANTIHISTAMINE/DECONGESTANT/ANTITUSSIVE,brompheniramine maleate 1 MG/ML / dextromethorphan hydrobromide 5 MG/ML / pseudoephedrine hydrochloride 12 MG/ML Oral Solution
RXNORM:690837,calamine/diphenhydramine,690837,,,
RXNORM:690841,calamine/phenol/zinc oxide,690841,,,
RXNORM:691005,calcium carbonate/famotidine/magnesium hydroxide,691005,,"ANTACIDS,OTHER",calcium carbonate 800 MG / famotidine 10 MG / magnesium hydroxide 165 MG Chewable Tablet [Tums Dual Action]
RXNORM:691122,menthol/pramoxine,691122,,"LOCAL ANESTHETICS,TOPICAL",menthol 5 MG/ML / pramoxine hydrochloride 10 MG/ML Topical Lotion
RXNORM:691169,antazoline/naphazoline,691169,,,
RXNORM:691178,camphor/eucalyptus oil/menthol,691178,,"PHARMACEUTICAL AIDS/REAGENTS|RESPIRATORY AGENTS,OTHER",camphor 0.048 MG/MG / Eucalyptus oil 0.012 MG/MG / menthol 0.026 MG/MG Topical Ointment
RXNORM:691188,camphor/menthol/methyl salicylate,691188,,"ANALGESICS,TOPICAL",camphor 0.005 MG/MG / menthol 0.004 MG/MG / methyl salicylate 0.008 MG/MG Medicated Patch [Satogesic]
RXNORM:69120,tiotropium,69120,,"BRONCHODILATORS,ANTICHOLINERGIC|ANTIASTHMA,OTHER",tiotropium 0.018 MG Inhalation Powder [Spiriva]
RXNORM:691286,mineral oil/petrolatum,691286,,EYE WASHES/LUBRICANTS,mineral oil 0.03 MG/MG / petrolatum 0.94 MG/MG Ophthalmic Ointment [Systane Nighttime]
RXNORM:691366,castor oil/peruvian balsam/trypsin,691366,,"STIMULANT LAXATIVES|DERMATOLOGICALS,TOPICAL OTHER",castor oil 0.788 MG/MG / Peruvian balsam 0.087 MG/MG / trypsin 0.09 UNT/MG Topical Ointment [Revina]
RXNORM:691395,eucalyptus oil/menthol,691395,,PHARMACEUTICAL AIDS/REAGENTS,Eucalyptus oil
RXNORM:6915,metoclopramide,6915,Propulsives,PARASYMPATHOMIMETICS (CHOLINERGICS),metoclopramide 10 MG Disintegrating Oral Tablet [Metozolv]
RXNORM:6916,metolazone,6916,"Sulfonamides, plain",THIAZIDES/RELATED DIURETICS,metolazone 5 MG Oral Tablet
RXNORM:6918,metoprolol,6918,"Beta blocking agents, selective",ANTIHYPERTENSIVE COMBINATIONS|BETA BLOCKERS/RELATED,metoprolol tartrate 25 MG Oral Tablet
RXNORM:6922,metronidazole,6922,Antiinfectives and antiseptics for local oral treatment|Imidazole derivatives|Nitroimidazole derivatives|Other chemotherapeutics,"ANTI-INFECTIVES,VAGINAL|H. PYLORI AGENTS|ANTIACNE AGENTS,TOPICAL|ANTI-INFECTIVES,OTHER|ANTIBACTERIAL,TOPICAL",{112 (bismuth subsalicylate 262 MG Chewable Tablet) / 56 (metronidazole 250 MG Oral Tablet) / 56 (tetracycline hydrochloride 500 MG Oral Capsule) } Pack [Helidac Theapy]
RXNORM:6923,metyrapone,6923,Tests for pituitary function,"DIAGNOSTICS,OTHER",metyrapone 250 MG Oral Capsule
RXNORM:692572,bacitracin/neomycin/polymyxin b,692572,,,
RXNORM:6926,mexiletine,6926,"Antiarrhythmics, class Ib",ANTIARRHYTHMICS,mexiletine hydrochloride 50 MG Oral Capsule
RXNORM:6927,mezlocillin,6927,Penicillins with extended spectrum,,
RXNORM:692792,follicle stimulating hormone/luteinizing hormone,692792,,GONADOTROPINS,follicle stimulating hormone 75 UNT / luteinizing hormone 75 UNT Injection [Menopur]
RXNORM:692794,gramicidin/neomycin/polymyxin b,692794,,"ANTI-INFECTIVE,TOPICAL OPHTHALMIC,OTHER",gramicidin 0.025 MG/ML / neomycin 1.75 MG/ML / polymyxin B 10000 UNT/ML Ophthalmic Solution
RXNORM:693010,neomycin/polymyxin b/prednisolone,693010,,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL OPHTHALMIC",neomycin 3.5 MG/ML / polymyxin B 10000 UNT/ML / prednisolone 5 MG/ML Ophthalmic Suspension
RXNORM:6932,miconazole,6932,Antiinfectives and antiseptics for local oral treatment|Imidazole derivatives|Antiinfectives|Imidazole and triazole derivatives,"NASAL AND THROAT,TOPICAL,OTHER|ANTI-INFECTIVES,VAGINAL|ANTIFUNGAL,TOPICAL|DERMATOLOGICALS,TOPICAL OTHER",miconazole nitrate 50 MG Buccal Tablet [Oravig]
RXNORM:694012,undecylenic acid/zinc undecylenate,694012,,"ANTIFUNGAL,TOPICAL",undecylenic acid 0.05 MG/MG / zinc undecylenate 0.2 MG/MG Topical Ointment
RXNORM:6960,midazolam,6960,Benzodiazepine derivatives,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS,2 ML midazolam 1 MG/ML Prefilled Syringe
RXNORM:69627,tea tree oil,69627,,,
RXNORM:6963,midodrine,6963,Adrenergic and dopaminergic agents,"CARDIOVASCULAR AGENTS,OTHER",midodrine hydrochloride 5 MG Oral Tablet
RXNORM:69634,sargramostim,69634,Colony stimulating factors,BLOOD FORMATION PRODUCTS,sargramostim 0.25 MG/ML Injectable Solution
RXNORM:6964,mifepristone,6964,Progesterone receptor modulators,"HORMONES/SYNTHETICS/MODIFIERS,OTHER|CONTRACEPTIVES,SYSTEMIC",mifepristone 200 MG Oral Tablet
RXNORM:69646,tinzaparin,69646,Heparin group,,
RXNORM:6972,mineral oil,6972,"Softeners, emollients","EYE WASHES/LUBRICANTS|LAXATIVES,RECTAL",mineral oil 0.03 MG/MG / petrolatum 0.94 MG/MG Ophthalmic Ointment [Systane Nighttime]
RXNORM:69722,zanamivir,69722,Neuraminidase inhibitors,ANTIVIRALS,20 ACTUAT zanamivir 5 MG/ACTUAT Dry Powder Inhaler [Relenza]
RXNORM:69749,valsartan,69749,"Angiotensin II receptor blockers (ARBs), plain",ANTIHYPERTENSIVE COMBINATIONS|ANGIOTENSIN II INHIBITOR,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Exforge HCT]
RXNORM:6980,minocycline,6980,Antiinfectives and antiseptics for local oral treatment|Tetracyclines,"TETRACYCLINES|ANTIACNE AGENTS,TOPICAL|DENTAL AND ORAL AGENTS,TOPICAL,OTHER",24 HR minocycline 65 MG Extended Release Oral Tablet [Solodyn]
RXNORM:6984,minoxidil,6984,Pyrimidine derivatives|Other dermatologicals,"ANTIHYPERTENSIVES,OTHER|DERMATOLOGICALS,TOPICAL OTHER",minoxidil 50 MG/ML Topical Solution [Rogaine]
RXNORM:6995,plicamycin,6995,Other cytotoxic antibiotics,,
